model,task,pass@1_value
SantaCoder_H,Manacher,0.0
SantaCoder_H,MetricsCalculator,0.0
SantaCoder_H,MetricsCalculator2,0.0
SantaCoder_H,MinesweeperGame,0.0
SantaCoder_H,MovieBookingSystem,0.0
SantaCoder_H,MovieTicketDB,0.0
SantaCoder_H,MusicPlayer,1.0
SantaCoder_H,NLPDataProcessor,0.0
SantaCoder_H,NLPDataProcessor2,0.0
SantaCoder_H,NumberConverter,0.0
SantaCoder_H,NumberWordFormatter,0.0
SantaCoder_H,NumericEntityUnescaper,0.0
SantaCoder_H,Order,0.0
SantaCoder_H,PageUtil,0.0
SantaCoder_H,PDFHandler,0.0
SantaCoder_H,PersonRequest,0.0
SantaCoder_H,PushBoxGame,0.0
SantaCoder_H,RegexUtils,0.0
SantaCoder_H,RPGCharacter,0.0
SantaCoder_H,Server,0.0
SantaCoder_H,ShoppingCart,0.0
SantaCoder_H,SignInSystem,0.0
SantaCoder_H,Snake,0.0
SantaCoder_H,SplitSentence,0.0
SantaCoder_H,SQLGenerator,0.0
SantaCoder_H,SQLQueryBuilder,0.0
SantaCoder_H,Statistics3,0.0
SantaCoder_H,StockPortfolioTracker,0.0
SantaCoder_H,StudentDatabaseProcessor,0.0
SantaCoder_H,TextFileProcessor,0.0
SantaCoder_H,Thermostat,0.0
SantaCoder_H,TicTacToe,0.0
SantaCoder_H,TimeUtils,0.0
SantaCoder_H,TriCalculator,0.0
SantaCoder_H,TwentyFourPointGame,0.0
SantaCoder_H,URLHandler,0.0
SantaCoder_H,UrlPath,0.0
SantaCoder_H,UserLoginDB,0.0
SantaCoder_H,VectorUtil,0.0
SantaCoder_H,VendingMachine,0.0
SantaCoder_H,Warehouse,0.0
SantaCoder_H,WeatherSystem,0.0
SantaCoder_H,Words2Numbers,0.0
SantaCoder_H,XMLProcessor,0.0
SantaCoder_H,ZipFileProcessor,0.0
SantaCoder_I,AccessGatewayFilter,0.0
SantaCoder_I,AreaCalculator,0.0
SantaCoder_I,ArgumentParser,0.0
SantaCoder_I,ArrangementCalculator,0.0
SantaCoder_I,AssessmentSystem,1.0
SantaCoder_I,AutomaticGuitarSimulator,0.0
SantaCoder_I,AvgPartition,0.0
SantaCoder_I,BalancedBrackets,0.0
SantaCoder_I,BankAccount,1.0
SantaCoder_I,BigNumCalculator,0.0
SantaCoder_I,BinaryDataProcessor,0.0
SantaCoder_I,BitStatusUtil,0.0
SantaCoder_I,BlackjackGame,0.0
SantaCoder_I,BookManagement,0.0
SantaCoder_I,BookManagementDB,0.0
SantaCoder_I,BoyerMooreSearch,0.0
SantaCoder_I,Calculator,0.0
SantaCoder_I,CalendarUtil,0.0
SantaCoder_I,CamelCaseMap,0.0
SantaCoder_I,ChandrasekharSieve,0.0
SantaCoder_I,Chat,0.0
SantaCoder_I,Classroom,0.0
SantaCoder_I,ClassRegistrationSystem,0.0
SantaCoder_I,CombinationCalculator,0.0
SantaCoder_I,ComplexCalculator,0.0
SantaCoder_I,CookiesUtil,0.0
SantaCoder_I,CSVProcessor,0.0
SantaCoder_I,CurrencyConverter,0.0
SantaCoder_I,DatabaseProcessor,0.0
SantaCoder_I,DataStatistics,0.0
SantaCoder_I,DataStatistics2,0.0
SantaCoder_I,DataStatistics4,0.0
SantaCoder_I,DecryptionUtils,0.0
SantaCoder_I,DiscountStrategy,0.0
SantaCoder_I,DocFileHandler,0.0
SantaCoder_I,EightPuzzle,0.0
SantaCoder_I,EmailClient,0.0
SantaCoder_I,EncryptionUtils,0.0
SantaCoder_I,ExcelProcessor,0.0
SantaCoder_I,ExpressionCalculator,0.0
SantaCoder_I,FitnessTracker,0.0
SantaCoder_I,GomokuGame,0.0
SantaCoder_I,Hotel,1.0
SantaCoder_I,HRManagementSystem,0.0
SantaCoder_I,HtmlUtil,0.0
SantaCoder_I,ImageProcessor,0.0
SantaCoder_I,Interpolation,0.0
SantaCoder_I,IPAddress,0.0
SantaCoder_I,IpUtil,0.0
SantaCoder_I,JobMarketplace,0.0
SantaCoder_I,JSONProcessor,0.0
SantaCoder_I,KappaCalculator,0.0
SantaCoder_I,Lemmatization,0.0
SantaCoder_I,LongestWord,0.0
SantaCoder_I,MahjongConnect,0.0
SantaCoder_I,Manacher,0.0
SantaCoder_I,MetricsCalculator,0.0
SantaCoder_I,MetricsCalculator2,0.0
SantaCoder_I,MinesweeperGame,0.0
SantaCoder_I,MovieBookingSystem,0.0
SantaCoder_I,MovieTicketDB,1.0
SantaCoder_I,MusicPlayer,1.0
SantaCoder_I,NLPDataProcessor,0.0
SantaCoder_I,NLPDataProcessor2,0.0
SantaCoder_I,NumberConverter,0.0
SantaCoder_I,NumberWordFormatter,0.0
SantaCoder_I,NumericEntityUnescaper,0.0
SantaCoder_I,Order,0.0
SantaCoder_I,PageUtil,0.0
SantaCoder_I,PDFHandler,0.0
SantaCoder_I,PersonRequest,0.0
SantaCoder_I,PushBoxGame,0.0
SantaCoder_I,RegexUtils,1.0
SantaCoder_I,RPGCharacter,0.0
SantaCoder_I,Server,0.0
SantaCoder_I,ShoppingCart,1.0
SantaCoder_I,SignInSystem,1.0
SantaCoder_I,Snake,0.0
SantaCoder_I,SplitSentence,0.0
SantaCoder_I,SQLGenerator,0.0
SantaCoder_I,SQLQueryBuilder,0.0
SantaCoder_I,Statistics3,0.0
SantaCoder_I,StockPortfolioTracker,0.0
SantaCoder_I,StudentDatabaseProcessor,1.0
SantaCoder_I,TextFileProcessor,0.0
SantaCoder_I,Thermostat,0.0
SantaCoder_I,TicTacToe,0.0
SantaCoder_I,TimeUtils,0.0
SantaCoder_I,TriCalculator,0.0
SantaCoder_I,TwentyFourPointGame,0.0
SantaCoder_I,URLHandler,0.0
SantaCoder_I,UrlPath,0.0
SantaCoder_I,UserLoginDB,0.0
SantaCoder_I,VectorUtil,0.0
SantaCoder_I,VendingMachine,0.0
SantaCoder_I,Warehouse,1.0
SantaCoder_I,WeatherSystem,0.0
SantaCoder_I,Words2Numbers,0.0
SantaCoder_I,XMLProcessor,0.0
SantaCoder_I,ZipFileProcessor,0.0
Vicuna_C,AccessGatewayFilter,0.0
Vicuna_C,AreaCalculator,0.0
Vicuna_C,ArgumentParser,0.0
Vicuna_C,ArrangementCalculator,0.0
Vicuna_C,AssessmentSystem,1.0
Vicuna_C,AutomaticGuitarSimulator,0.0
Vicuna_C,AvgPartition,0.0
Vicuna_C,BalancedBrackets,0.0
Vicuna_C,BankAccount,0.0
Vicuna_C,BigNumCalculator,0.0
Vicuna_C,BinaryDataProcessor,0.0
Vicuna_C,BitStatusUtil,0.0
Vicuna_C,BlackjackGame,0.0
Vicuna_C,BookManagement,0.0
Vicuna_C,BookManagementDB,0.0
Vicuna_C,BoyerMooreSearch,0.0
Vicuna_C,Calculator,0.0
Vicuna_C,CalendarUtil,0.0
Vicuna_C,CamelCaseMap,0.0
Vicuna_C,ChandrasekharSieve,0.0
Vicuna_C,Chat,0.0
Vicuna_C,Classroom,0.0
Vicuna_C,ClassRegistrationSystem,0.0
Vicuna_C,CombinationCalculator,0.0
Vicuna_C,ComplexCalculator,0.0
Vicuna_C,CookiesUtil,0.0
Vicuna_C,CSVProcessor,0.0
Vicuna_C,CurrencyConverter,0.0
Vicuna_C,DatabaseProcessor,0.0
Vicuna_C,DataStatistics,0.0
Vicuna_C,DataStatistics2,0.0
Vicuna_C,DataStatistics4,0.0
Vicuna_C,DecryptionUtils,0.0
Vicuna_C,DiscountStrategy,0.0
Vicuna_C,DocFileHandler,0.0
Vicuna_C,EightPuzzle,0.0
Vicuna_C,EmailClient,0.0
Vicuna_C,EncryptionUtils,0.0
Vicuna_C,ExcelProcessor,0.0
Vicuna_C,ExpressionCalculator,0.0
Vicuna_C,FitnessTracker,0.0
Vicuna_C,GomokuGame,0.0
Vicuna_C,Hotel,1.0
Vicuna_C,HRManagementSystem,0.0
Vicuna_C,HtmlUtil,0.0
Vicuna_C,ImageProcessor,0.0
Vicuna_C,Interpolation,0.0
Vicuna_C,IPAddress,0.0
Vicuna_C,IpUtil,0.0
Vicuna_C,JobMarketplace,0.0
Vicuna_C,JSONProcessor,0.0
Vicuna_C,KappaCalculator,0.0
Vicuna_C,Lemmatization,0.0
Vicuna_C,LongestWord,0.0
Vicuna_C,MahjongConnect,0.0
Vicuna_C,Manacher,0.0
Vicuna_C,MetricsCalculator,0.0
Vicuna_C,MetricsCalculator2,0.0
Vicuna_C,MinesweeperGame,0.0
Vicuna_C,MovieBookingSystem,0.0
Vicuna_C,MovieTicketDB,0.0
Vicuna_C,MusicPlayer,0.0
Vicuna_C,NLPDataProcessor,0.0
Vicuna_C,NLPDataProcessor2,0.0
Vicuna_C,NumberConverter,0.0
Vicuna_C,NumberWordFormatter,0.0
Vicuna_C,NumericEntityUnescaper,0.0
Vicuna_C,Order,0.0
Vicuna_C,PageUtil,0.0
Vicuna_C,PDFHandler,0.0
Vicuna_C,PersonRequest,0.0
Vicuna_C,PushBoxGame,0.0
Vicuna_C,RegexUtils,0.0
Vicuna_C,RPGCharacter,0.0
Vicuna_C,Server,0.0
Vicuna_C,ShoppingCart,0.0
Vicuna_C,SignInSystem,0.0
Vicuna_C,Snake,0.0
Vicuna_C,SplitSentence,0.0
Vicuna_C,SQLGenerator,0.0
Vicuna_C,SQLQueryBuilder,0.0
Vicuna_C,Statistics3,0.0
Vicuna_C,StockPortfolioTracker,0.0
Vicuna_C,StudentDatabaseProcessor,0.0
Vicuna_C,TextFileProcessor,0.0
Vicuna_C,Thermostat,0.0
Vicuna_C,TicTacToe,0.0
Vicuna_C,TimeUtils,0.0
Vicuna_C,TriCalculator,0.0
Vicuna_C,TwentyFourPointGame,0.0
Vicuna_C,URLHandler,0.0
Vicuna_C,UrlPath,0.0
Vicuna_C,UserLoginDB,0.0
Vicuna_C,VectorUtil,0.0
Vicuna_C,VendingMachine,0.0
Vicuna_C,Warehouse,0.0
Vicuna_C,WeatherSystem,0.0
Vicuna_C,Words2Numbers,0.0
Vicuna_C,XMLProcessor,0.0
Vicuna_C,ZipFileProcessor,0.0
Vicuna_H,AccessGatewayFilter,0.0
Vicuna_H,AreaCalculator,0.0
Vicuna_H,ArgumentParser,0.0
Vicuna_H,ArrangementCalculator,0.0
Vicuna_H,AssessmentSystem,1.0
Vicuna_H,AutomaticGuitarSimulator,0.0
Vicuna_H,AvgPartition,0.0
Vicuna_H,BalancedBrackets,0.0
Vicuna_H,BankAccount,0.0
Vicuna_H,BigNumCalculator,0.0
Vicuna_H,BinaryDataProcessor,0.0
Vicuna_H,BitStatusUtil,0.0
Vicuna_H,BlackjackGame,0.0
Vicuna_H,BookManagement,0.0
Vicuna_H,BookManagementDB,0.0
Vicuna_H,BoyerMooreSearch,0.0
Vicuna_H,Calculator,0.0
Vicuna_H,CalendarUtil,0.0
Vicuna_H,CamelCaseMap,0.0
Vicuna_H,ChandrasekharSieve,0.0
Vicuna_H,Chat,0.0
Vicuna_H,Classroom,0.0
Vicuna_H,ClassRegistrationSystem,0.0
Vicuna_H,CombinationCalculator,0.0
Vicuna_H,ComplexCalculator,0.0
Vicuna_H,CookiesUtil,0.0
Vicuna_H,CSVProcessor,0.0
Vicuna_H,CurrencyConverter,0.0
Vicuna_H,DatabaseProcessor,0.0
Vicuna_H,DataStatistics,0.0
Vicuna_H,DataStatistics2,0.0
Vicuna_H,DataStatistics4,0.0
Vicuna_H,DecryptionUtils,0.0
Vicuna_H,DiscountStrategy,0.0
Vicuna_H,DocFileHandler,0.0
Vicuna_H,EightPuzzle,0.0
Vicuna_H,EmailClient,0.0
Vicuna_H,EncryptionUtils,0.0
Vicuna_H,ExcelProcessor,0.0
Vicuna_H,ExpressionCalculator,0.0
Vicuna_H,FitnessTracker,0.0
Vicuna_H,GomokuGame,0.0
Vicuna_H,Hotel,1.0
Vicuna_H,HRManagementSystem,0.0
Vicuna_H,HtmlUtil,0.0
Vicuna_H,ImageProcessor,0.0
Vicuna_H,Interpolation,0.0
Vicuna_H,IPAddress,0.0
Vicuna_H,IpUtil,0.0
Vicuna_H,JobMarketplace,0.0
Vicuna_H,JSONProcessor,0.0
Vicuna_H,KappaCalculator,0.0
Vicuna_H,Lemmatization,0.0
Vicuna_H,LongestWord,0.0
Vicuna_H,MahjongConnect,0.0
Vicuna_H,Manacher,0.0
Vicuna_H,MetricsCalculator,0.0
Vicuna_H,MetricsCalculator2,0.0
Vicuna_H,MinesweeperGame,0.0
Vicuna_H,MovieBookingSystem,0.0
Vicuna_H,MovieTicketDB,0.0
Vicuna_H,MusicPlayer,0.0
Vicuna_H,NLPDataProcessor,0.0
Vicuna_H,NLPDataProcessor2,0.0
Vicuna_H,NumberConverter,0.0
Vicuna_H,NumberWordFormatter,0.0
Vicuna_H,NumericEntityUnescaper,0.0
Vicuna_H,Order,0.0
Vicuna_H,PageUtil,0.0
Vicuna_H,PDFHandler,0.0
Vicuna_H,PersonRequest,0.0
Vicuna_H,PushBoxGame,0.0
Vicuna_H,RegexUtils,0.0
Vicuna_H,RPGCharacter,0.0
Vicuna_H,Server,0.0
Vicuna_H,ShoppingCart,0.0
Vicuna_H,SignInSystem,0.0
Vicuna_H,Snake,0.0
Vicuna_H,SplitSentence,0.0
Vicuna_H,SQLGenerator,0.0
Vicuna_H,SQLQueryBuilder,0.0
Vicuna_H,Statistics3,0.0
Vicuna_H,StockPortfolioTracker,0.0
Vicuna_H,StudentDatabaseProcessor,0.0
Vicuna_H,TextFileProcessor,0.0
Vicuna_H,Thermostat,0.0
Vicuna_H,TicTacToe,0.0
Vicuna_H,TimeUtils,0.0
Vicuna_H,TriCalculator,0.0
Vicuna_H,TwentyFourPointGame,0.0
Vicuna_H,URLHandler,0.0
Vicuna_H,UrlPath,0.0
Vicuna_H,UserLoginDB,0.0
Vicuna_H,VectorUtil,0.0
Vicuna_H,VendingMachine,0.0
Vicuna_H,Warehouse,0.0
Vicuna_H,WeatherSystem,0.0
Vicuna_H,Words2Numbers,0.0
Vicuna_H,XMLProcessor,0.0
Vicuna_H,ZipFileProcessor,0.0
Vicuna_I,AccessGatewayFilter,0.0
Vicuna_I,AreaCalculator,0.0
Vicuna_I,ArgumentParser,0.0
Vicuna_I,ArrangementCalculator,0.0
Vicuna_I,AssessmentSystem,1.0
Vicuna_I,AutomaticGuitarSimulator,0.0
Vicuna_I,AvgPartition,0.0
Vicuna_I,BalancedBrackets,0.0
Vicuna_I,BankAccount,0.0
Vicuna_I,BigNumCalculator,0.0
Vicuna_I,BinaryDataProcessor,0.0
Vicuna_I,BitStatusUtil,0.0
Vicuna_I,BlackjackGame,0.0
Vicuna_I,BookManagement,0.0
Vicuna_I,BookManagementDB,0.0
Vicuna_I,BoyerMooreSearch,0.0
Vicuna_I,Calculator,0.0
Vicuna_I,CalendarUtil,0.0
Vicuna_I,CamelCaseMap,0.0
Vicuna_I,ChandrasekharSieve,0.0
Vicuna_I,Chat,0.0
Vicuna_I,Classroom,0.0
Vicuna_I,ClassRegistrationSystem,0.0
Vicuna_I,CombinationCalculator,0.0
Vicuna_I,ComplexCalculator,0.0
Vicuna_I,CookiesUtil,0.0
Vicuna_I,CSVProcessor,0.0
Vicuna_I,CurrencyConverter,0.0
Vicuna_I,DatabaseProcessor,0.0
Vicuna_I,DataStatistics,0.0
Vicuna_I,DataStatistics2,0.0
Vicuna_I,DataStatistics4,0.0
Vicuna_I,DecryptionUtils,0.0
Vicuna_I,DiscountStrategy,0.0
Vicuna_I,DocFileHandler,0.0
Vicuna_I,EightPuzzle,0.0
Vicuna_I,EmailClient,0.0
Vicuna_I,EncryptionUtils,0.0
Vicuna_I,ExcelProcessor,0.0
Vicuna_I,ExpressionCalculator,0.0
Vicuna_I,FitnessTracker,0.0
Vicuna_I,GomokuGame,0.0
Vicuna_I,Hotel,1.0
Vicuna_I,HRManagementSystem,0.0
Vicuna_I,HtmlUtil,0.0
Vicuna_I,ImageProcessor,0.0
Vicuna_I,Interpolation,0.0
Vicuna_I,IPAddress,0.0
Vicuna_I,IpUtil,0.0
Vicuna_I,JobMarketplace,0.0
Vicuna_I,JSONProcessor,0.0
Vicuna_I,KappaCalculator,0.0
Vicuna_I,Lemmatization,0.0
Vicuna_I,LongestWord,0.0
Vicuna_I,MahjongConnect,0.0
Vicuna_I,Manacher,0.0
Vicuna_I,MetricsCalculator,0.0
Vicuna_I,MetricsCalculator2,0.0
Vicuna_I,MinesweeperGame,0.0
Vicuna_I,MovieBookingSystem,0.0
Vicuna_I,MovieTicketDB,0.0
Vicuna_I,MusicPlayer,0.0
Vicuna_I,NLPDataProcessor,0.0
Vicuna_I,NLPDataProcessor2,0.0
Vicuna_I,NumberConverter,0.0
Vicuna_I,NumberWordFormatter,0.0
Vicuna_I,NumericEntityUnescaper,0.0
Vicuna_I,Order,0.0
Vicuna_I,PageUtil,0.0
Vicuna_I,PDFHandler,0.0
Vicuna_I,PersonRequest,1.0
Vicuna_I,PushBoxGame,0.0
Vicuna_I,RegexUtils,0.0
Vicuna_I,RPGCharacter,0.0
Vicuna_I,Server,0.0
Vicuna_I,ShoppingCart,0.0
Vicuna_I,SignInSystem,0.0
Vicuna_I,Snake,0.0
Vicuna_I,SplitSentence,0.0
Vicuna_I,SQLGenerator,0.0
Vicuna_I,SQLQueryBuilder,0.0
Vicuna_I,Statistics3,0.0
Vicuna_I,StockPortfolioTracker,0.0
Vicuna_I,StudentDatabaseProcessor,0.0
Vicuna_I,TextFileProcessor,0.0
Vicuna_I,Thermostat,0.0
Vicuna_I,TicTacToe,0.0
Vicuna_I,TimeUtils,0.0
Vicuna_I,TriCalculator,0.0
Vicuna_I,TwentyFourPointGame,0.0
Vicuna_I,URLHandler,0.0
Vicuna_I,UrlPath,0.0
Vicuna_I,UserLoginDB,0.0
Vicuna_I,VectorUtil,0.0
Vicuna_I,VendingMachine,0.0
Vicuna_I,Warehouse,0.0
Vicuna_I,WeatherSystem,0.0
Vicuna_I,Words2Numbers,0.0
Vicuna_I,XMLProcessor,0.0
Vicuna_I,ZipFileProcessor,0.0
WizardCoder_C,AccessGatewayFilter,0.0
WizardCoder_C,AreaCalculator,0.0
WizardCoder_C,ArgumentParser,0.0
WizardCoder_C,ArrangementCalculator,0.0
WizardCoder_C,AssessmentSystem,1.0
WizardCoder_C,AutomaticGuitarSimulator,0.0
WizardCoder_C,AvgPartition,0.0
WizardCoder_C,BalancedBrackets,0.0
WizardCoder_C,BankAccount,0.0
WizardCoder_C,BigNumCalculator,0.0
WizardCoder_C,BinaryDataProcessor,0.0
WizardCoder_C,BitStatusUtil,0.0
WizardCoder_C,BlackjackGame,0.0
WizardCoder_C,BookManagement,0.0
WizardCoder_C,BookManagementDB,0.0
WizardCoder_C,BoyerMooreSearch,0.0
WizardCoder_C,Calculator,1.0
WizardCoder_C,CalendarUtil,0.0
WizardCoder_C,CamelCaseMap,0.0
WizardCoder_C,ChandrasekharSieve,1.0
WizardCoder_C,Chat,0.0
WizardCoder_C,Classroom,0.0
WizardCoder_C,ClassRegistrationSystem,0.0
WizardCoder_C,CombinationCalculator,0.0
WizardCoder_C,ComplexCalculator,0.0
WizardCoder_C,CookiesUtil,0.0
WizardCoder_C,CSVProcessor,0.0
WizardCoder_C,CurrencyConverter,0.0
WizardCoder_C,DatabaseProcessor,0.0
WizardCoder_C,DataStatistics,0.0
WizardCoder_C,DataStatistics2,0.0
WizardCoder_C,DataStatistics4,0.0
WizardCoder_C,DecryptionUtils,0.0
WizardCoder_C,DiscountStrategy,0.0
WizardCoder_C,DocFileHandler,0.0
WizardCoder_C,EightPuzzle,0.0
WizardCoder_C,EmailClient,0.0
WizardCoder_C,EncryptionUtils,0.0
WizardCoder_C,ExcelProcessor,0.0
WizardCoder_C,ExpressionCalculator,0.0
WizardCoder_C,FitnessTracker,0.0
WizardCoder_C,GomokuGame,0.0
WizardCoder_C,Hotel,1.0
WizardCoder_C,HRManagementSystem,0.0
WizardCoder_C,HtmlUtil,0.0
WizardCoder_C,ImageProcessor,0.0
WizardCoder_C,Interpolation,0.0
WizardCoder_C,IPAddress,0.0
WizardCoder_C,IpUtil,0.0
WizardCoder_C,JobMarketplace,0.0
WizardCoder_C,JSONProcessor,0.0
WizardCoder_C,KappaCalculator,0.0
WizardCoder_C,Lemmatization,0.0
WizardCoder_C,LongestWord,0.0
WizardCoder_C,MahjongConnect,0.0
WizardCoder_C,Manacher,0.0
WizardCoder_C,MetricsCalculator,0.0
WizardCoder_C,MetricsCalculator2,0.0
WizardCoder_C,MinesweeperGame,0.0
WizardCoder_C,MovieBookingSystem,0.0
WizardCoder_C,MovieTicketDB,1.0
WizardCoder_C,MusicPlayer,1.0
WizardCoder_C,NLPDataProcessor,0.0
WizardCoder_C,NLPDataProcessor2,0.0
WizardCoder_C,NumberConverter,1.0
WizardCoder_C,NumberWordFormatter,0.0
WizardCoder_C,NumericEntityUnescaper,0.0
WizardCoder_C,Order,0.0
WizardCoder_C,PageUtil,0.0
WizardCoder_C,PDFHandler,0.0
WizardCoder_C,PersonRequest,1.0
WizardCoder_C,PushBoxGame,0.0
WizardCoder_C,RegexUtils,0.0
WizardCoder_C,RPGCharacter,0.0
WizardCoder_C,Server,0.0
WizardCoder_C,ShoppingCart,1.0
WizardCoder_C,SignInSystem,0.0
WizardCoder_C,Snake,0.0
WizardCoder_C,SplitSentence,0.0
WizardCoder_C,SQLGenerator,0.0
WizardCoder_C,SQLQueryBuilder,0.0
WizardCoder_C,Statistics3,0.0
WizardCoder_C,StockPortfolioTracker,0.0
WizardCoder_C,StudentDatabaseProcessor,0.0
WizardCoder_C,TextFileProcessor,0.0
WizardCoder_C,Thermostat,0.0
WizardCoder_C,TicTacToe,0.0
WizardCoder_C,TimeUtils,1.0
WizardCoder_C,TriCalculator,0.0
WizardCoder_C,TwentyFourPointGame,0.0
WizardCoder_C,URLHandler,0.0
WizardCoder_C,UrlPath,0.0
WizardCoder_C,UserLoginDB,0.0
WizardCoder_C,VectorUtil,0.0
WizardCoder_C,VendingMachine,0.0
WizardCoder_C,Warehouse,0.0
WizardCoder_C,WeatherSystem,0.0
WizardCoder_C,Words2Numbers,0.0
WizardCoder_C,XMLProcessor,0.0
WizardCoder_C,ZipFileProcessor,1.0
WizardCoder_H,AccessGatewayFilter,0.0
WizardCoder_H,AreaCalculator,0.0
WizardCoder_H,ArgumentParser,0.0
WizardCoder_H,ArrangementCalculator,0.0
WizardCoder_H,AssessmentSystem,1.0
WizardCoder_H,AutomaticGuitarSimulator,0.0
WizardCoder_H,AvgPartition,1.0
WizardCoder_H,BalancedBrackets,1.0
WizardCoder_H,BankAccount,1.0
WizardCoder_H,BigNumCalculator,0.0
WizardCoder_H,BinaryDataProcessor,0.0
WizardCoder_H,BitStatusUtil,0.0
WizardCoder_H,BlackjackGame,0.0
WizardCoder_H,BookManagement,0.0
WizardCoder_H,BookManagementDB,0.0
WizardCoder_H,BoyerMooreSearch,0.0
WizardCoder_H,Calculator,0.0
WizardCoder_H,CalendarUtil,0.0
WizardCoder_H,CamelCaseMap,0.0
WizardCoder_H,ChandrasekharSieve,1.0
WizardCoder_H,Chat,0.0
WizardCoder_H,Classroom,0.0
WizardCoder_H,ClassRegistrationSystem,0.0
WizardCoder_H,CombinationCalculator,0.0
WizardCoder_H,ComplexCalculator,0.0
WizardCoder_H,CookiesUtil,0.0
WizardCoder_H,CSVProcessor,0.0
WizardCoder_H,CurrencyConverter,0.0
WizardCoder_H,DatabaseProcessor,0.0
WizardCoder_H,DataStatistics,1.0
WizardCoder_H,DataStatistics2,0.0
WizardCoder_H,DataStatistics4,0.0
WizardCoder_H,DecryptionUtils,0.0
WizardCoder_H,DiscountStrategy,0.0
WizardCoder_H,DocFileHandler,0.0
WizardCoder_H,EightPuzzle,0.0
WizardCoder_H,EmailClient,0.0
WizardCoder_H,EncryptionUtils,1.0
WizardCoder_H,ExcelProcessor,0.0
WizardCoder_H,ExpressionCalculator,0.0
WizardCoder_H,FitnessTracker,0.0
WizardCoder_H,GomokuGame,0.0
WizardCoder_H,Hotel,0.0
WizardCoder_H,HRManagementSystem,0.0
WizardCoder_H,HtmlUtil,0.0
WizardCoder_H,ImageProcessor,0.0
WizardCoder_H,Interpolation,0.0
WizardCoder_H,IPAddress,0.0
WizardCoder_H,IpUtil,0.0
WizardCoder_H,JobMarketplace,0.0
WizardCoder_H,JSONProcessor,0.0
WizardCoder_H,KappaCalculator,0.0
WizardCoder_H,Lemmatization,0.0
WizardCoder_H,LongestWord,0.0
WizardCoder_H,MahjongConnect,0.0
WizardCoder_H,Manacher,0.0
WizardCoder_H,MetricsCalculator,0.0
WizardCoder_H,MetricsCalculator2,0.0
WizardCoder_H,MinesweeperGame,0.0
WizardCoder_H,MovieBookingSystem,0.0
WizardCoder_H,MovieTicketDB,0.0
WizardCoder_H,MusicPlayer,0.0
WizardCoder_H,NLPDataProcessor,0.0
WizardCoder_H,NLPDataProcessor2,1.0
WizardCoder_H,NumberConverter,0.0
WizardCoder_H,NumberWordFormatter,0.0
WizardCoder_H,NumericEntityUnescaper,0.0
WizardCoder_H,Order,0.0
WizardCoder_H,PageUtil,0.0
WizardCoder_H,PDFHandler,0.0
WizardCoder_H,PersonRequest,1.0
WizardCoder_H,PushBoxGame,0.0
WizardCoder_H,RegexUtils,0.0
WizardCoder_H,RPGCharacter,0.0
WizardCoder_H,Server,0.0
WizardCoder_H,ShoppingCart,0.0
WizardCoder_H,SignInSystem,0.0
WizardCoder_H,Snake,0.0
WizardCoder_H,SplitSentence,0.0
WizardCoder_H,SQLGenerator,0.0
WizardCoder_H,SQLQueryBuilder,0.0
WizardCoder_H,Statistics3,0.0
WizardCoder_H,StockPortfolioTracker,0.0
WizardCoder_H,StudentDatabaseProcessor,0.0
WizardCoder_H,TextFileProcessor,0.0
WizardCoder_H,Thermostat,0.0
WizardCoder_H,TicTacToe,0.0
WizardCoder_H,TimeUtils,1.0
WizardCoder_H,TriCalculator,0.0
WizardCoder_H,TwentyFourPointGame,0.0
WizardCoder_H,URLHandler,0.0
WizardCoder_H,UrlPath,0.0
WizardCoder_H,UserLoginDB,0.0
WizardCoder_H,VectorUtil,0.0
WizardCoder_H,VendingMachine,0.0
WizardCoder_H,Warehouse,0.0
WizardCoder_H,WeatherSystem,0.0
WizardCoder_H,Words2Numbers,0.0
WizardCoder_H,XMLProcessor,0.0
WizardCoder_H,ZipFileProcessor,0.0
WizardCoder_I,AccessGatewayFilter,0.0
WizardCoder_I,AreaCalculator,0.0
WizardCoder_I,ArgumentParser,0.0
WizardCoder_I,ArrangementCalculator,0.0
WizardCoder_I,AssessmentSystem,1.0
WizardCoder_I,AutomaticGuitarSimulator,0.0
WizardCoder_I,AvgPartition,1.0
WizardCoder_I,BalancedBrackets,1.0
WizardCoder_I,BankAccount,0.0
WizardCoder_I,BigNumCalculator,0.0
WizardCoder_I,BinaryDataProcessor,0.0
WizardCoder_I,BitStatusUtil,0.0
WizardCoder_I,BlackjackGame,0.0
WizardCoder_I,BookManagement,0.0
WizardCoder_I,BookManagementDB,0.0
WizardCoder_I,BoyerMooreSearch,0.0
WizardCoder_I,Calculator,0.0
WizardCoder_I,CalendarUtil,0.0
WizardCoder_I,CamelCaseMap,0.0
WizardCoder_I,ChandrasekharSieve,0.0
WizardCoder_I,Chat,0.0
WizardCoder_I,Classroom,0.0
WizardCoder_I,ClassRegistrationSystem,0.0
WizardCoder_I,CombinationCalculator,0.0
WizardCoder_I,ComplexCalculator,0.0
WizardCoder_I,CookiesUtil,0.0
WizardCoder_I,CSVProcessor,0.0
WizardCoder_I,CurrencyConverter,0.0
WizardCoder_I,DatabaseProcessor,0.0
WizardCoder_I,DataStatistics,0.0
WizardCoder_I,DataStatistics2,0.0
WizardCoder_I,DataStatistics4,0.0
WizardCoder_I,DecryptionUtils,0.0
